Genes,Pathways
HDAC6,path:hsa05034;path:hsa05014;path:hsa04613;path:hsa05203;WP2064;WP2858;WP3996
EIF1AX,path:hsa03013;WP107;WP5027
RAET1G,path:hsa04650
FOLH1,path:hsa00250;path:hsa04977;WP241;WP4673
AP4B1,path:hsa04142
RPP14,path:hsa03013
LIG3,path:hsa03410;WP4752;WP4946
AHI1,WP2858;WP4656;WP4803
GABPB1,WP289;WP3657;WP391
MPP1,WP3584
EIF4H,WP107
ADM,path:hsa04270;path:hsa04080;WP2806;WP289
CELSR1,WP117;WP5053
RRM2B,path:hsa00240;path:hsa00480;path:hsa04115;path:hsa00983;path:hsa00230;WP1530;WP4022;WP404;WP4286;WP4963;WP707
VDAC1,path:hsa05020;path:hsa05022;path:hsa05415;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa05017;path:hsa05166;path:hsa04613;path:hsa04621;path:hsa04217;path:hsa04020;path:hsa04979;path:hsa05131;path:hsa05012;path:hsa04022;path:hsa04218;path:hsa05164
ZNF585B,path:hsa05168
FAS,path:hsa05022;path:hsa05330;path:hsa05332;path:hsa04932;path:hsa05320;path:hsa04940;path:hsa05010;path:hsa05143;path:hsa04668;path:hsa04115;path:hsa05417;path:hsa05142;path:hsa04217;path:hsa04010;path:hsa04650;path:hsa05130;path:hsa05205;path:hsa05200;path:hsa05160;path:hsa05170;path:hsa04210;path:hsa04060;path:hsa05163;path:hsa05169;path:hsa05164;path:hsa05161;path:hsa05162;path:hsa05165;path:hsa05167;path:hsa05168;WP2507;WP1530;WP1772;WP2059;WP2328;WP236;WP254;WP314;WP382;WP384;WP3888;WP4396;WP4484;WP4666;WP4673;WP4754;WP4963;WP69;WP707
CHPF,path:hsa00532
STEAP1,path:hsa04978;WP3286
KIR2DL2,path:hsa05332;path:hsa04650;path:hsa04612
RAB11FIP1,path:hsa04144
SOX7,WP2853;WP4336
SDCCAG8,WP4803;WP4950
PIP5K1C,path:hsa04510;path:hsa04666;path:hsa05135;path:hsa00562;path:hsa05231;path:hsa04810;path:hsa04070;path:hsa04072;path:hsa04144;WP23;WP306;WP51
CPSF3,path:hsa03015;WP411
DECR1,WP143;WP357;WP3888
HCN4,path:hsa04024;path:hsa04742;WP1992
HTR3A,path:hsa04726;path:hsa04742;WP706
RGS9,path:hsa05030;path:hsa04744;WP289;WP4673;WP536
GSPT2,path:hsa03015;WP107
KIFAP3,WP4536
BBIP1,WP4352;WP4803
RPS11,path:hsa05171;path:hsa03010;WP3888;WP4754;WP477
SH2B3,path:hsa04722;WP3945;WP5072;WP69
MX1,path:hsa05171;path:hsa05160;path:hsa05164;path:hsa05162;path:hsa05165;WP4197;WP5039
EIF5B,path:hsa03013;WP107;WP4352
SLC6A13,path:hsa04727;path:hsa04721;WP2882;WP2884
CITED2,path:hsa04137
GUCY2F,path:hsa00230;path:hsa04744
GPR21,WP455
LILRA3,path:hsa04662;path:hsa04380
SKP2,path:hsa04110;path:hsa05222;path:hsa04120;path:hsa04068;path:hsa05200;path:hsa05203;path:hsa05169;path:hsa04150;WP179;WP2446;WP3640
CLPTM1L,WP2877
NEK2,WP4803
GID4,WP4352
CST2,path:hsa04970
TTBK1,WP4223
CA9,path:hsa00910;WP2877
NR2C2,WP170;WP138;WP3668;WP4239
TH,path:hsa00790;path:hsa05030;path:hsa05031;path:hsa05034;path:hsa04728;path:hsa04917;path:hsa05012;path:hsa00350;WP1602;WP2371;WP2436;WP2855;WP3925;WP550;WP706;WP727
PNPLA6,path:hsa00564
NTS,path:hsa04080
HELLS,WP254;WP2864
NPR1,path:hsa04925;path:hsa04923;path:hsa04921;path:hsa04714;path:hsa04024;path:hsa04270;path:hsa04924;path:hsa00230;path:hsa04022;WP4008;WP4321
CCND3,path:hsa04510;path:hsa04151;path:hsa04110;path:hsa04630;path:hsa04310;path:hsa05166;path:hsa04115;path:hsa04390;path:hsa05200;path:hsa05203;path:hsa04218;path:hsa05169;path:hsa05164;path:hsa05162;path:hsa05165;WP179;WP1530;WP1545;WP2032;WP2446;WP306;WP3287;WP399;WP4172;WP4258;WP428;WP4336;WP45;WP707;WP710
GLI1,path:hsa05217;path:hsa04024;path:hsa05200;path:hsa04340;WP2855;WP3930;WP4204;WP4249;WP47;WP5053
SETMAR,path:hsa00310;WP2369
FOS,path:hsa04660;path:hsa05171;path:hsa04928;path:hsa04926;path:hsa04921;path:hsa04662;path:hsa05133;path:hsa05132;path:hsa05135;path:hsa05235;path:hsa05031;path:hsa05231;path:hsa04728;path:hsa04932;path:hsa04935;path:hsa04659;path:hsa04658;path:hsa05224;path:hsa04668;path:hsa05166;path:hsa04713;path:hsa05417;path:hsa05142;path:hsa04024;path:hsa04915;path:hsa05418;path:hsa04657;path:hsa04010;path:hsa05140;path:hsa05130;path:hsa04917;path:hsa05323;path:hsa05200;path:hsa04620;path:hsa04380;path:hsa05170;path:hsa04210;path:hsa04725;path:hsa05210;path:hsa05161;path:hsa05162;path:hsa05167;WP127;WP1449;WP1528;WP1772;WP2018;WP2032;WP2037;WP2355;WP2374;WP2380;WP2431;WP2637;WP286;WP289;WP304;WP313;WP3612;WP3947;WP366;WP382;WP3863;WP395;WP3931;WP3944;WP408;WP4155;WP4216;WP4262;WP437;WP4564;WP4565;WP4659;WP4666;WP4685;WP4754;WP481;WP4816;WP4877;WP4880;WP49;WP4919;WP4928;WP4970;WP560;WP69;WP712;WP75
ASIC1,path:hsa04750
ERN1,path:hsa05022;path:hsa04932;path:hsa04140;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa05017;path:hsa05417;path:hsa04141;path:hsa05012;path:hsa04210;WP2059;WP2355;WP2864;WP3613;WP3888;WP4396;WP4925
COPS8,WP4352
BAK1,path:hsa04215;path:hsa05022;path:hsa05223;path:hsa05220;path:hsa05132;path:hsa05218;path:hsa05222;path:hsa05226;path:hsa05224;path:hsa05217;path:hsa05225;path:hsa05214;path:hsa04141;path:hsa05130;path:hsa05206;path:hsa05200;path:hsa05203;path:hsa05202;path:hsa05160;path:hsa05170;path:hsa04210;path:hsa05163;path:hsa05169;path:hsa05216;path:hsa05164;path:hsa05212;path:hsa05213;path:hsa05210;path:hsa05162;path:hsa05165;path:hsa05167;path:hsa05168;WP2507;WP1772;WP254;WP3614;WP3872;WP3941;WP4155;WP4216;WP4255;WP4262;WP4263;WP4396;WP4658;WP4685;WP4838;WP710
CYP51A1,path:hsa00100;WP197;WP1982;WP43;WP4718;WP4804;WP702
LTBP2,WP3668
ZNF517,path:hsa05168
MMACHC,path:hsa04977
MBTPS1,path:hsa04141;WP1982;WP4754;WP4786;WP4925
MT-CO2,path:hsa05020;path:hsa05022;path:hsa04932;path:hsa05415;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa04714;path:hsa00190;path:hsa04260;path:hsa05012;WP111;WP2197;WP437;WP4396;WP4919;WP4922
PRDX4,WP15
ANGPT1,path:hsa04151;path:hsa04066;path:hsa04014;path:hsa04015;path:hsa04010;path:hsa05323;WP3303;WP3614;WP3932;WP4172;WP4331
IFI30,path:hsa04612
AKAP12,WP35
COX6B1,path:hsa05020;path:hsa05022;path:hsa04932;path:hsa05415;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa04714;path:hsa00190;path:hsa04260;path:hsa05012;WP111;WP4396;WP4922
RPP40,path:hsa03008;path:hsa03013
HDGF,WP4754
PSMB1,path:hsa05020;path:hsa05022;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa05017;path:hsa03050;path:hsa05012;WP183
TMEM138,WP4656;WP4803
NAIP,path:hsa05132;path:hsa05134;path:hsa04621;path:hsa05131;path:hsa05130;WP1433;WP1772
SLC39A4,path:hsa04978;WP2882;WP2884;WP3529;WP615
WIF1,path:hsa04310;WP3658;WP4258;WP428;WP4336
FUT4,path:hsa00515;path:hsa00601
IFNA10,path:hsa05171;path:hsa04151;path:hsa04630;path:hsa05320;path:hsa04623;path:hsa05417;path:hsa04621;path:hsa04622;path:hsa04217;path:hsa05152;path:hsa04650;path:hsa05200;path:hsa05160;path:hsa04620;path:hsa05170;path:hsa04060;path:hsa05163;path:hsa05169;path:hsa05164;path:hsa05161;path:hsa05162;path:hsa05165;path:hsa05167;path:hsa05168;WP1449;WP4172;WP4558;WP4655;WP4666;WP4912;WP75
CDC25A,path:hsa04110;path:hsa05206;path:hsa04218;path:hsa04914;WP179;WP1530;WP1545;WP1971;WP1984;WP2516;WP2446;WP45;WP707
DOK5,WP2380
ALDOA,path:hsa00010;path:hsa00051;path:hsa04066;path:hsa00030;WP3888;WP4018;WP4629;WP4949;WP534;WP706
PEX3,path:hsa04146
ABCA10,path:hsa02010
FKBP10,WP4786
EIF4G1,path:hsa05416;path:hsa03013;WP107;WP3888;WP4298;WP4549;WP4566
SHB,WP3888
SDHAF4,WP4920
RAD51B,path:hsa03440
TADA3,path:hsa05165
KPNA5,path:hsa05164
FES,path:hsa04360;WP2203;WP2332;WP395
SLC9A1,path:hsa04976;path:hsa04971;path:hsa04810;path:hsa04261;path:hsa04024;path:hsa04371;path:hsa04970;path:hsa04972;path:hsa04260;path:hsa05205;path:hsa04919;WP12;WP35;WP4659;WP51
LIPE,path:hsa04925;path:hsa04923;path:hsa04152;path:hsa04714;path:hsa04024;path:hsa04371;path:hsa04910;WP1403;WP143;WP236;WP325;WP3965;WP3932;WP4321;WP481
MRPL33,path:hsa03010
SMARCC2,path:hsa04714;path:hsa05225;WP4204;WP4321
PIN1,path:hsa04622;WP3865
MYO1D,path:hsa05130
SORD,path:hsa00051;path:hsa00040;WP690
PSMD14,path:hsa05020;path:hsa05022;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa05017;path:hsa03050;path:hsa05012;path:hsa05169;WP2359
PHKB,path:hsa04922;path:hsa04020;path:hsa04910;WP500
NT5C3B,path:hsa00240;path:hsa00230
KCNE3,path:hsa04974;WP3945
BIK,WP1772;WP710
FUZ,WP4352;WP4536
RBBP8,path:hsa03440;WP3878
ABCA3,path:hsa02010
HSPBP1,path:hsa04141
SDC3,path:hsa04514
MRPS17,path:hsa03010
TOR1AIP1,WP4844
SATB1,WP2877
CDH1,path:hsa04514;path:hsa05100;path:hsa04520;path:hsa05218;path:hsa05219;path:hsa05226;path:hsa04390;path:hsa04371;path:hsa04015;path:hsa05200;path:hsa05216;path:hsa05213;WP1984;WP2064;WP2272;WP2813;WP2815;WP2828;WP3527;WP3969;WP4155;WP4239;WP4534;WP4540;WP4541;WP4659;WP4685
CD79B,path:hsa04662;WP23
ERAL1,WP1984
SLC38A9,path:hsa04150
PGM2,path:hsa00010;path:hsa00500;path:hsa00230;path:hsa00052;path:hsa00520;path:hsa00030;WP4018;WP698
MARCKS,path:hsa04666;path:hsa05206;WP2380
ST3GAL6,path:hsa00601
POLR2D,path:hsa05016;path:hsa03020;WP4022
MAN1B1,path:hsa00513;path:hsa00510;path:hsa04141
EEF1A2,path:hsa05134;path:hsa03013;path:hsa05140;WP107
EGLN2,path:hsa04066;path:hsa05211;path:hsa05200;WP3617;WP4241
CACNG2,path:hsa04921;path:hsa05414;path:hsa05410;path:hsa05412;path:hsa04261;path:hsa04010;path:hsa04260;WP2118;WP382
EXOC4,path:hsa05132;WP4352
NKD2,path:hsa04310;path:hsa04390;WP399;WP4258;WP428;WP4336
SSTR3,path:hsa04935;path:hsa04080;WP24;WP455
DIAPH1,path:hsa04510;path:hsa04933;path:hsa04810;path:hsa05131;WP2038;WP2324;WP306;WP4241;WP51;WP524
EIF5,path:hsa03013;WP107;WP5027
MECOM,path:hsa05220;path:hsa00310;path:hsa04010;path:hsa05200;WP4149
DLGAP1,path:hsa04724;WP4875
MUC5B,path:hsa04657;path:hsa04970;WP3624
VAV2,path:hsa04660;path:hsa04510;path:hsa04662;path:hsa04664;path:hsa04666;path:hsa05135;path:hsa04062;path:hsa04810;path:hsa05417;path:hsa04024;path:hsa04015;path:hsa04650;path:hsa05205;path:hsa04670;WP185;WP2037;WP23;WP2380;WP306;WP3646;WP3888;WP3929;WP3937;WP4217;WP437;WP4950
IFNA16,path:hsa05171;path:hsa04151;path:hsa04630;path:hsa05320;path:hsa04623;path:hsa05417;path:hsa04621;path:hsa04622;path:hsa04217;path:hsa05152;path:hsa04650;path:hsa05200;path:hsa05160;path:hsa04620;path:hsa05170;path:hsa04060;path:hsa05163;path:hsa05169;path:hsa05164;path:hsa05161;path:hsa05162;path:hsa05165;path:hsa05167;path:hsa05168;WP1449;WP4172;WP4558;WP4655;WP4666;WP4912;WP75
MRPL10,path:hsa03010
CD69,WP286
RNASEL,path:hsa04621;path:hsa05160;path:hsa05164;path:hsa05168;WP615
NTN1,path:hsa04360;WP2431;WP4216;WP4747
MT1M,path:hsa04978;WP3529
F10,path:hsa04610;WP272;WP2806;WP558
MARCO,path:hsa04145
AKAP5,WP35;WP4549
HPSE,path:hsa05205;path:hsa00531;WP4815
MAML3,path:hsa04658;path:hsa04330;path:hsa05165;WP268;WP3651;WP3845;WP61
TRPC6,path:hsa04360;path:hsa04022;WP2572;WP3676;WP4758
LTBR,path:hsa04066;path:hsa05166;path:hsa05203;path:hsa04064;path:hsa04060;path:hsa04061;path:hsa04672
GLB1,path:hsa04142;path:hsa00511;path:hsa00600;path:hsa00604;path:hsa00052;path:hsa00531;WP2858;WP4153;WP4352;WP4815
SHANK2,path:hsa04724
PDE3B,path:hsa04923;path:hsa05032;path:hsa04922;path:hsa04024;path:hsa04371;path:hsa04924;path:hsa00230;path:hsa04910;path:hsa04022;path:hsa04914;WP2034;WP4222
PIK3R2,path:hsa05020;path:hsa04750;path:hsa05223;path:hsa04611;path:hsa05220;path:hsa04660;path:hsa05171;path:hsa04510;path:hsa05100;path:hsa04929;path:hsa04926;path:hsa04151;path:hsa04923;path:hsa04662;path:hsa04664;path:hsa04666;path:hsa05135;path:hsa05235;path:hsa05230;path:hsa05231;path:hsa05218;path:hsa04930;path:hsa04931;path:hsa04932;path:hsa04933;path:hsa04935;path:hsa04066;path:hsa04630;path:hsa05415;path:hsa04960;path:hsa04213;path:hsa05222;path:hsa04062;path:hsa05221;path:hsa05226;path:hsa04014;path:hsa05211;path:hsa05224;path:hsa04140;path:hsa05010;path:hsa04973;path:hsa05146;path:hsa04068;path:hsa04668;path:hsa05017;path:hsa05215;path:hsa05166;path:hsa04810;path:hsa04152;path:hsa04550;path:hsa05417;path:hsa04071;path:hsa04613;path:hsa05225;path:hsa05214;path:hsa04211;path:hsa05142;path:hsa04360;path:hsa04024;path:hsa04370;path:hsa04915;path:hsa05418;path:hsa04625;path:hsa04015;path:hsa04650;path:hsa04070;path:hsa04072;path:hsa05131;path:hsa05205;path:hsa04917;path:hsa05206;path:hsa05200;path:hsa05203;path:hsa05160;path:hsa04012;path:hsa04670;path:hsa04620;path:hsa04910;path:hsa04380;path:hsa05170;path:hsa04210;path:hsa04218;path:hsa04725;path:hsa05163;path:hsa05169;path:hsa05164;path:hsa05212;path:hsa05213;path:hsa05210;path:hsa04150;path:hsa04919;path:hsa05161;path:hsa05162;path:hsa04722;path:hsa05165;path:hsa05167;path:hsa05168;path:hsa04914;WP127;WP138;WP1403;WP1449;WP1544;WP185;WP195;WP2018;WP2032;WP2034;WP2037;WP205;WP22;WP2261;WP23;WP2332;WP2380;WP244;WP2828;WP286;WP304;WP306;WP364;WP366;WP3844;WP395;WP3888;WP3915;WP3929;WP3931;WP3932;WP3937;WP4155;WP4172;WP4217;WP4223;WP4239;WP4255;WP4262;WP4263;WP437;WP4396;WP4539;WP4566;WP4582;WP4658;WP4659;WP4666;WP4674;WP4685;WP4787;WP4806;WP481;WP4829;WP5072;WP51;WP524;WP585;WP61;WP673;WP69;WP710;WP75
NDUFA4L2,path:hsa05020;path:hsa05022;path:hsa04932;path:hsa05415;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa04714;path:hsa00190;path:hsa05012;path:hsa04723;WP4396;WP623
MPHOSPH6,path:hsa03018
NTNG1,path:hsa04514;path:hsa04360;WP4148
CDKN2D,path:hsa04110;path:hsa04068;WP179;WP2877;WP45
PGAM2,path:hsa00010;path:hsa05230;path:hsa04922;path:hsa00260;WP4629;WP534
FGF3,path:hsa04151;path:hsa05218;path:hsa05226;path:hsa04014;path:hsa05224;path:hsa04810;path:hsa04020;path:hsa04015;path:hsa04010;path:hsa05200;WP3584;WP382;WP3931;WP3932;WP4172;WP4262;WP4787;WP51
SERPINB3,path:hsa05146
BATF2,path:hsa05235
MMP8,WP129;WP4561;WP4564;WP4565;WP4754
FEZ2,WP3998
UCKL1,path:hsa00240;path:hsa00983;WP4022
STX2,path:hsa04130;path:hsa04721;WP2267;WP4148
SPNS1,WP4950
DERA,path:hsa00030
RHOG,path:hsa05100;path:hsa05132;path:hsa05135;WP2380
RUFY1,path:hsa04144
LTB4R,path:hsa04080;WP2431;WP455;WP4721;WP80
ZNF607,path:hsa05168
GPC6,WP3967
NCAPG2,WP2857
HSPB11,WP4352;WP4532;WP4536;WP4830
BBC3,path:hsa04215;path:hsa05016;path:hsa04115;path:hsa04390;path:hsa05200;path:hsa04210;path:hsa05210;path:hsa05162;WP1530;WP1742;WP1772;WP1971;WP254;WP3613;WP3982;WP4216;WP4396;WP4864;WP4925;WP4963;WP707;WP710
GABRA2,path:hsa05032;path:hsa05033;path:hsa04727;path:hsa04080;path:hsa04742;path:hsa04723;WP4159;WP4829
COMMD1,WP3286
HPN,path:hsa05203
AKR7L,path:hsa00980
TBK1,path:hsa05022;path:hsa05171;path:hsa05135;path:hsa04014;path:hsa04140;path:hsa05014;path:hsa04137;path:hsa04623;path:hsa05417;path:hsa04621;path:hsa04622;path:hsa04657;path:hsa05131;path:hsa05160;path:hsa04620;path:hsa05170;path:hsa05163;path:hsa05169;path:hsa05164;path:hsa05161;path:hsa05162;path:hsa05165;path:hsa05167;path:hsa05168;WP1449;WP231;WP3851;WP3858;WP3865;WP4216;WP4217;WP4868;WP4655;WP4666;WP4880;WP4912;WP4961;WP5038;WP5039;WP75
CASP8,path:hsa04215;path:hsa05022;path:hsa05132;path:hsa05134;path:hsa04932;path:hsa05416;path:hsa05010;path:hsa05016;path:hsa04668;path:hsa04115;path:hsa05417;path:hsa05142;path:hsa04621;path:hsa04622;path:hsa04217;path:hsa04625;path:hsa04657;path:hsa05152;path:hsa05145;path:hsa05130;path:hsa05200;path:hsa05203;path:hsa05160;path:hsa04620;path:hsa05170;path:hsa04210;path:hsa05163;path:hsa05169;path:hsa05164;path:hsa05161;path:hsa05162;path:hsa05165;path:hsa05167;path:hsa05168;WP2507;WP1433;WP1449;WP1530;WP1772;WP1984;WP2036;WP2059;WP2513;WP231;WP2324;WP2328;WP2359;WP254;WP314;WP384;WP3865;WP3982;WP4255;WP4298;WP4396;WP4864;WP4655;WP4658;WP4666;WP4674;WP4754;WP4838;WP4949;WP707;WP75
ABCC2,path:hsa04976;path:hsa02010;WP1604;WP2289;WP229;WP2875;WP2876;WP2882;WP2884;WP299;WP3612;WP4917;WP5066
GDF15,path:hsa04060;WP4239
RCVRN,path:hsa04744
GABRG1,path:hsa05032;path:hsa05033;path:hsa04727;path:hsa04080;path:hsa04723;WP3998;WP4159;WP4829
TRAK2,path:hsa04727
S100G,path:hsa04978;WP2877
MBL2,path:hsa04610;path:hsa05171;path:hsa04145;path:hsa05150;WP1449;WP2806;WP4217
PIK3C2A,path:hsa05132;path:hsa00562;path:hsa04070;WP2261;WP3915;WP3932;WP3937;WP4787;WP481;WP51;WP710
LAMTOR5,path:hsa04150
GSTO1,path:hsa00480;path:hsa05225;path:hsa05418;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa05204;path:hsa05200;WP289;WP702
ALG13,path:hsa00513;path:hsa00510
MFGE8,WP2870;WP2880;WP2882;WP4217
ECHS1,path:hsa00380;path:hsa00650;path:hsa00410;path:hsa00310;path:hsa00640;path:hsa00071;path:hsa00062;path:hsa00280;WP143;WP357;WP4352;WP465
DVL1,path:hsa05022;path:hsa04934;path:hsa05226;path:hsa05224;path:hsa04310;path:hsa05010;path:hsa04550;path:hsa05217;path:hsa05225;path:hsa04390;path:hsa05200;path:hsa04916;path:hsa04330;path:hsa04150;path:hsa05165;WP1544;WP2038;WP2064;WP236;WP268;WP363;WP3680;WP3931;WP399;WP4150;WP4258;WP4262;WP428;WP4336;WP4656;WP710
CREBBP,path:hsa04350;path:hsa04520;path:hsa04935;path:hsa04110;path:hsa04066;path:hsa04630;path:hsa05211;path:hsa04310;path:hsa05016;path:hsa04068;path:hsa05215;path:hsa05166;path:hsa04720;path:hsa04922;path:hsa04024;path:hsa05152;path:hsa05206;path:hsa05200;path:hsa05203;path:hsa04916;path:hsa04330;path:hsa05164;path:hsa04919;path:hsa05161;path:hsa05165;path:hsa05167;WP138;WP1539;WP231;WP268;WP3414;WP364;WP3651;WP3657;WP366;WP3888;WP399;WP4018;WP4217;WP4241;WP4352;WP4538;WP4666;WP4673;WP4816;WP4879;WP4942;WP560;WP706
MCM5,path:hsa04110;path:hsa03030;WP179;WP4352;WP45;WP466
MVK,path:hsa04146;path:hsa00900;WP197;WP4718
TAB1,path:hsa05132;path:hsa05135;path:hsa04668;path:hsa05417;path:hsa04621;path:hsa04010;path:hsa05140;path:hsa05145;path:hsa05131;path:hsa05130;path:hsa04620;path:hsa04380;path:hsa05170;path:hsa04064;path:hsa05169;path:hsa05161;path:hsa05168;WP1449;WP1544;WP195;WP2018;WP231;WP2637;WP366;WP382;WP3851;WP4329;WP4496;WP4666;WP75
IMMP2L,path:hsa03060
HAVCR1,WP4217
MMP1,path:hsa05171;path:hsa04926;path:hsa05219;path:hsa05417;path:hsa04657;path:hsa03320;path:hsa05323;path:hsa05200;WP129;WP2374;WP2828;WP3617;WP3646;WP366;WP3942;WP4483;WP4754
RPP25,path:hsa03008;path:hsa03013
CHST15,path:hsa00532
VPS18,path:hsa05132;WP4217
COPS7A,WP4352
MTHFR,path:hsa00670;WP1601;WP176;WP1495;WP15;WP1533;WP1589;WP241;WP2525;WP3940;WP3996;WP4288;WP4673
BRK1,path:hsa05132;path:hsa04810;path:hsa05130;WP51
GABRA6,path:hsa05032;path:hsa05033;path:hsa04727;path:hsa04080;path:hsa04742;path:hsa04723;WP4829
CALCOCO2,path:hsa04137;path:hsa05131;path:hsa05164
SDCBP,WP2858;WP3888
ZG16,WP4949
NUDC,WP4352
COX5A,path:hsa05020;path:hsa05022;path:hsa04932;path:hsa05415;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa04714;path:hsa00190;path:hsa04260;path:hsa05012;WP111;WP4396;WP4922;WP678
NT5C1A,path:hsa00240;path:hsa00760;path:hsa00230
HS3ST2,path:hsa00534;WP702
ATP5F1A,path:hsa05020;path:hsa05022;path:hsa05415;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa04714;path:hsa00190;path:hsa05012;WP111;WP623
PTBP1,WP3595;WP411
ALOX5AP,path:hsa04664;WP167;WP15;WP2880;WP2882
DNAJB9,WP3613;WP3888
WIPI1,path:hsa05022;path:hsa04140;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa05017;path:hsa04136;path:hsa05131;WP4577
CHRM3,path:hsa05022;path:hsa04911;path:hsa04971;path:hsa05010;path:hsa04810;path:hsa04020;path:hsa04970;path:hsa04972;path:hsa04080;path:hsa04725;path:hsa04742;WP117;WP455;WP4874;WP51;WP536;WP58
COQ7,path:hsa00130
CALB1,path:hsa04961
CNR1,path:hsa04714;path:hsa04015;path:hsa04080;path:hsa04723;WP117;WP2380;WP247;WP3679;WP3869;WP4321;WP4549;WP455
IDH1,path:hsa00020;path:hsa05230;path:hsa00480;path:hsa04146;WP100;WP2453;WP3925
HOGA1,path:hsa00330;path:hsa00630
RBP2,path:hsa04977;WP716
MYO5C,path:hsa05130
AIPL1,path:hsa04934
RANBP2,path:hsa05014;path:hsa03013
MTF1,WP3286;WP3529
IL2,path:hsa04660;path:hsa05171;path:hsa04151;path:hsa05135;path:hsa05330;path:hsa05332;path:hsa04630;path:hsa05320;path:hsa05321;path:hsa04659;path:hsa04658;path:hsa04940;path:hsa05166;path:hsa05142;path:hsa04625;path:hsa05200;path:hsa04060;path:hsa04061;path:hsa04672;path:hsa05162;WP176;WP127;WP2328;WP2355;WP2431;WP2583;WP2873;WP2882;WP3617;WP3863;WP3932;WP4172;WP4484;WP4494;WP453;WP4659;WP4891;WP49;WP5063;WP530
GPR84,WP117
SH3GLB2,path:hsa04144
UBE2G2,path:hsa05022;path:hsa04120;path:hsa04141;path:hsa05012;WP2359;WP2371
RPS27L,path:hsa05171;path:hsa03010
SLC30A5,WP3529
ZNF84,path:hsa05168
TRPM7,path:hsa04621;path:hsa04978;path:hsa04217;path:hsa04218;WP4754
CREB3L4,path:hsa05020;path:hsa04928;path:hsa04927;path:hsa04926;path:hsa04925;path:hsa04151;path:hsa05030;path:hsa05031;path:hsa05034;path:hsa04728;path:hsa04931;path:hsa04934;path:hsa04935;path:hsa04911;path:hsa04918;path:hsa04962;path:hsa05016;path:hsa04668;path:hsa05215;path:hsa05166;path:hsa04152;path:hsa04714;path:hsa04922;path:hsa04261;path:hsa04211;path:hsa04024;path:hsa04915;path:hsa05203;path:hsa04916;path:hsa04022;path:hsa04725;path:hsa05163;path:hsa05161;path:hsa05165;WP3932;WP4172;WP4321;WP45;WP4666;WP4756
SORBS1,path:hsa04520;path:hsa03320;path:hsa04910;WP185;WP3942;WP481
NPW,path:hsa04080
UBE2K,path:hsa04120
RALA,path:hsa05132;path:hsa04014;path:hsa04015;path:hsa04072;path:hsa05200;path:hsa05212;path:hsa05210;WP2290;WP4216;WP4223;WP4263;WP437
CAVIN2,WP2880;WP2882
CTNNBIP1,path:hsa04310;WP4258;WP428;WP4336
IHH,path:hsa05205;path:hsa04340;WP4249;WP47;WP474;WP4767;WP4787;WP4808
RIMS2,path:hsa04911
TTBK2,WP4536;WP4803
EIF6,path:hsa03008;WP107
CCN2,path:hsa04390;path:hsa04371;WP3624;WP3668;WP3888;WP4535;WP4541;WP4747
LAPTM4A,path:hsa04142
CD160,WP5039
RPL29,path:hsa05171;path:hsa03010;WP477
INPP5D,path:hsa04662;path:hsa04664;path:hsa04666;path:hsa00562;path:hsa04070;WP23;WP286;WP304;WP395;WP437;WP4747
ANGPTL1,WP3303
GCNT1,path:hsa00512;WP1424
FRS2,path:hsa04714;path:hsa05205;path:hsa04722;WP2380;WP3888;WP4321;WP4746;WP5074
PSMC3IP,WP138
ITPKB,path:hsa00562;path:hsa04020;path:hsa04070
ZNF160,path:hsa05168
CBLC,path:hsa04120;path:hsa04144;WP3915;WP437;WP481
MRPL16,path:hsa03010
FBN2,WP3668
ACLY,path:hsa00020;WP1982;WP2453;WP357;WP3965;WP3925;WP4018;WP4290
ABHD6,path:hsa04723
GPX2,path:hsa05022;path:hsa04918;path:hsa00480;path:hsa05014;path:hsa05016;path:hsa00590;WP176;WP100;WP15;WP2882;WP2884;WP3940;WP702
HEYL,path:hsa05224;path:hsa05200;path:hsa04330;path:hsa05165;WP4262
AP1S1,path:hsa04142;path:hsa05170
KCNQ3,path:hsa04725;WP4698
CPSF1,path:hsa03015;WP411
MBNL1,WP236
MECR,path:hsa00062;path:hsa00061;WP357;WP4317
TAT,path:hsa00130;path:hsa00360;path:hsa00400;path:hsa00270;path:hsa00350;WP3580;WP3925
FNBP1,path:hsa05131
ZNF33B,path:hsa05168
PAK2,path:hsa04660;path:hsa04510;path:hsa04014;path:hsa05211;path:hsa04810;path:hsa04360;path:hsa04010;path:hsa05130;path:hsa04012;path:hsa05170;WP185;WP2864;WP306;WP314;WP366;WP382;WP3888;WP4223;WP4263;WP4534;WP4541;WP4564;WP4565;WP4906;WP51;WP673
